"module name","license","repository"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"vite-express@0.11.1","MIT","https://github.com/szymmis/vite-express"
"vite@5.0.12","MIT","https://github.com/vitejs/vite"
"which-boxed-primitive@1.0.2","MIT","https://github.com/inspect-js/which-boxed-primitive"
"which-builtin-type@1.1.3","MIT","https://github.com/inspect-js/which-builtin-type"
"which-collection@1.0.1","MIT","https://github.com/inspect-js/which-collection"
"which-typed-array@1.1.13","MIT","https://github.com/inspect-js/which-typed-array"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"write-file-atomic@5.0.1","ISC","https://github.com/npm/write-file-atomic"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yallist@4.0.0","ISC","https://github.com/isaacs/yallist"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
